subentry,X4file,target,reaction,measure,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"31736003","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736003","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736003","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736004","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736004","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736005","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736005","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736007","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736007","31736.x4","Na-23","N,G","CS","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1"," ","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31766004","31766.x4","Na-23","N,2N","CS","Spectrum average Cross section for 23Na(n,2n)22Na","1.0","1.0","1"," ","M.Kostal,M.Svadlenkova,P.Baron,J.Milcak,M.Marecek,J.Uhlir","2016","Applied Radiation and Isotopes 111,1 (2016); J,EPJ/CS146,04045 (2017); Private communication: Kostal  (2018)"
"31766005","31766.x4","Na-23","N,2N","CS","Fission spectrum average Cross section for 23Na(n,2n)22Na","1.32","1.32","1"," ","M.Kostal,M.Svadlenkova,P.Baron,J.Milcak,M.Marecek,J.Uhlir","2016","Applied Radiation and Isotopes 111,1 (2016); J,EPJ/CS146,04045 (2017); Private communication: Kostal  (2018)"
"31786002","31786.x4","Na-23","N,2N","CS","Fission spectrum average Cross section for 23Na(n,2n)22Na","1.42","1.42","1"," ","M.Schulc,M.Kostal,S.Simakov,V.Rypar,D.Harutyunyan,J.Simon,N.Burianova,E.Novak,B.Jansky,M.Marecek,J.Uhlir","2018","Applied Radiation and Isotopes 132,29 (2018); J,EPJ/CS146,04045 (2017)"
"32514006","32514.x4","Na-23","N,2N","CS","Cross section for 23Na(n,2n)22Na","13.5","14.8","3"," ","Kong Xiangzhong,Wang Yongchang,Yang Jingkang,Yuan Junqian","1995","High Energy Physics and Nucl.Physics,Chinese ed. 19,781 (1995); Report other than progress report: INDC(CPR)-036 5 (1995); Communication of Nuclear Data Progress 14,5 (1995); Radiochimica Acta 76,11 (1997)"
"32599002","32599.x4","Na-23","N,2N","CS","Cross section for 23Na(n,2n)22Na","13.5","17.98","6"," ","Lu Hanlin,Zhao Wenrong,Yu Weixiang","1992","Chinese J.of Nuclear Physics (Beijing). 14,(1),83 (1992)"
"33051002","33051.x4","Na-23","N,G","CS","Spectrum average Cross section for 23Na(n,gamma)24Na"," "," ","1"," ","M.S.Barough,B.J.Patil,V.N.Bhoraskar,S.D.Dhole","2013","Annals of Nuclear Energy 59,25 (2013)"
